	Axis.1	Axis.2	Axis.3	Axis.4	Axis.5	Axis.6	Axis.7	Axis.8	Axis.9	Axis.10
S007.45	-0.563974563585627	0.165682573446872	-0.00592918822358541	-0.0625559657253447	-0.0101977499118793	-0.126215952639251	0.432237308931067	-0.18813379282987	0.0354886286939729	-0.0895109513146383
S004.75	-0.68892985309596	0.203345486812192	-0.052175001730225	0.216008162008616	-0.0822434159712925	0.0977999260440509	-0.120863258903706	0.0507783310115912	-0.124898689498328	0.00903750768600298
S003.190	-0.4460276282583	-0.182379078848269	-0.0024053309693508	0.122421839588901	-0.0370573844567835	-0.0432814927652562	0.172255057750883	-0.115644251903809	0.211382754417876	-0.0819713053335995
S007.19	-0.692033611258094	0.174350576260381	-0.0362903488445517	0.199622661631899	-0.0883622722385187	-0.0192480854142308	0.220280917379077	-0.101737532871673	-0.00148991209200612	-0.0697195846450041
S007.125	-0.122726600019558	-0.0528125125761697	-0.131421280632585	0.181226890502503	0.0984253923144325	-0.116176893504687	0.0315450056768246	0.0322483359184335	0.12280426023436	0.00506179575462921
S007.7	-0.406615494808556	0.167763358740654	0.00987792713006797	-0.151032863717208	-0.0755154433538575	-0.103005007035684	0.413628990086112	-0.21162702380907	-0.274656411682416	-0.289039566782718
S003.97	-0.530071143093284	-0.0299680038023906	-0.00563860792703406	0.217082746720492	-0.0445430013774787	0.103533544067181	-0.204723463176557	-0.0104203567980817	0.0403167611349458	-0.0831044879110184
S010.78	-0.610851111068477	-0.230708209682238	-0.0035296031521162	0.0488334344869921	-0.0121921734772118	0.052535933802932	-0.156093519244518	0.0450830225322771	0.0330381901731956	0.0247006167608902
S010.137	-0.32928006239064	-0.0502077387333415	-0.109461317687397	0.225641349108464	0.065962132101122	-0.119180344064706	-0.114694293698087	-0.00414332251169194	0.117251890044622	-0.0208771590445497
S009.62	-0.742197762119349	0.226001946933424	-0.0407985076462345	-0.0364076827233544	0.0690417262971575	0.00228709268845543	-0.0643051856239917	-0.00750195568433165	0.084526576010076	0.0271824739880614
S005.64	-0.661287974682689	0.234423234750714	-0.0390520501759067	-0.205959588912276	0.145811537502663	-0.0240510391719144	-0.110536417007486	0.0360142789534812	0.0768743535897347	0.0787047421048892
S010.82	-0.600473766320391	-0.304232855324831	0.0144025183862091	0.0109982924100204	-0.0458196724215552	0.0196536430099687	-0.11099577527147	0.0670081560004278	-0.0215248622540171	0.0824633040445224
S005.36	-0.550131520919957	0.228559596945566	-0.0720061643199787	-0.259209015856169	0.244127762450033	0.179610933281269	0.0450219656972978	0.211033274360793	0.120868485252441	0.104814118798461
S009.94	-0.636462667044567	0.188664520767002	-0.0693654077411296	0.138916584937802	0.0246453622043618	0.159804593410557	0.289003662392829	0.0461021492831218	0.09776001662416	-0.0240483006407303
S007.137	-0.0386335087003252	-0.123161458245303	-0.0987628363311523	0.131551483809552	0.128868939963423	-0.236984147002884	-0.00442300745199258	0.00775861040895676	0.0595320892162011	-0.0364646306168396
S003.9	-0.441694671567943	0.241973965844252	0.00546521862847787	-0.596686860667894	0.215400248109733	-0.0601558557295718	-0.139978832144465	0.0108761528350216	-0.0512337021111136	-0.0455670430714327
S003.174	-0.363379534134278	-0.011709666792961	0.0623349936816293	-0.316943705522952	0.116710063347812	-0.126704811612159	0.114828142841628	-0.234207565421844	0.312980324236897	-0.19489627897648
S007.132	-0.0812944292342342	-0.150598007455085	-0.195625289315875	0.130019949904026	0.0977057478573405	-0.154599278424501	0.00517104157135734	-0.0302147072444337	0.074799155379829	0.0139102185469817
S011.27	-0.474452494073936	-0.384142784545388	0.0591235246542088	0.0612739529106331	-0.107983888905089	0.0294096817818336	-0.0588385329669397	0.0871626579495186	-0.0815157100398718	0.0577345808731332
S009.121	-0.682796679844478	0.181048603953089	-0.0248022782276843	0.102663454331084	-0.0274876996297957	0.035580594163971	-0.0982634003266743	-0.00541278431063077	0.0251484823749853	0.000358489259254889
S007.89	-0.235768906136563	-0.0764756773292678	0.343111252867171	0.124221725113765	0.0360423251945089	-0.0637880135514659	-0.00186573881448708	-0.149156768705015	0.110549667910231	0.132141572483983
S009.141	-0.574789303049364	-0.0933416200494966	-0.00559827091990868	0.176630938206411	-0.0490956933862804	-0.00457591904075653	0.0907952357142081	-0.14699446281693	0.167575586836095	-0.14745555092153
S004.19	-0.692754934885337	0.207269907426956	-0.0437080040756266	0.174468856228178	-0.057137786513618	0.0923737173931457	-0.142460981454334	0.0551206556881018	-0.0932969675758732	0.0275762987830514
S005.149	-0.574218714978956	0.167097488312788	0.0119194042516623	-0.0626038599327853	0.031997397745104	-0.0983820186877144	0.172840358254697	-0.116730652546338	0.177924131774973	0.0228362912074876
S005.3	-0.453858888638494	0.246807372584767	0.00746967773400261	-0.56916989525581	0.199008615961798	-0.084290563598044	-0.156990185763891	-0.00765671902946317	-0.0709267985258097	-0.0195211750982746
S007.40	-0.702481428557471	0.196699855531446	-0.0226607743619218	0.0157575431211281	-0.0064192277057729	-0.0801417749269302	0.25507318410654	-0.1402860602264	0.0168433361682464	-0.0844407291120345
S009.199	-0.288882768398184	-0.308585336921024	-0.0126828845524661	0.0139692362839781	-0.0597542861905086	-0.127306066987426	0.203055617858858	-0.0289419797669316	0.0115765953640276	0.0302536858729496
S006.188	-0.117256684280769	-0.145507848582632	-0.167974623802929	0.167613956111175	0.101969224774818	-0.19753973423471	-0.0611619086402539	0.0381466609461875	0.0526044929909932	-0.00874808291351374
S006.28	-0.673819828266376	0.204446147172994	-0.049321289863622	0.223758286226527	-0.0905188933689714	0.0849016743711391	-0.118204684312118	0.0366994293052251	-0.197764127083184	0.00998519203435056
S007.109	-0.358316428416836	-0.390461522672031	0.0496930729330541	-0.0280037360322412	-0.0850979788335118	-0.035055974554993	0.101319201968771	0.058923566243358	-0.00767826824926839	0.122864522786097
S005.1	-0.442287892174114	0.243637914149668	0.016991514125429	-0.59010422588099	0.1950268639466	-0.0874458475378957	-0.175956393370326	-0.00383642848716837	-0.065158766090994	-0.0250428735544535
S003.20	-0.456970178776953	0.249201540640689	-0.00351992029121474	-0.585712719615734	0.214921445524339	-0.0581225109161946	-0.100750931057162	-0.000853094625541621	-0.0537262384624419	-0.0698746136319394
S003.4	-0.413357350623333	-0.278240415856766	0.0590828642015612	-0.582079209868956	0.150064007203165	-0.0902168959216027	-0.196991799118086	0.020847471734265	-0.000441384912529725	-0.00601880518968352
S004.78	-0.67767135602223	0.191640188811561	-0.0502229206874505	0.237060837562593	-0.0986950906915512	0.0995798679587269	-0.133634442500926	0.0597104292343406	-0.120185564914413	0.0254864753650366
S009.46	-0.516571016703605	0.211463702250455	-0.0025100190760511	-0.296862488962161	0.109086106437246	-0.0881647959686363	0.00329601161168251	-0.0270296419719833	-0.0888736275516986	0.0750543907846477
S010.171	-0.204472285753428	-0.330015440844429	0.00485161193672853	-0.00513671830901607	-0.0696968203591181	-0.0811119479288391	0.0895688760643411	0.0732498620001849	0.00208001952060586	0.138171754462083
S005.5	-0.677126191394461	0.237113715089953	-0.0319497134130236	-0.160864133838252	0.101188577191242	-0.0300810412562202	-0.0841736895529389	-0.00339685096082111	-0.00911871094466016	0.00848202486771338
S011.52	-0.44960702653479	-0.151873267812589	-0.0234555741921678	0.159683244931008	-0.0425011115772494	0.106858832500664	-0.0896426436549365	0.0124326023321731	0.0884508086491812	-0.0249693024687583
S009.193	-0.243893011171042	-0.419854110422346	0.051415374917685	-0.112607991832572	-0.115202902651318	-0.136961054099379	0.213504813412338	-0.0217674803643802	-0.0324154546295553	0.038869611161466
S004.63	-0.689257192007399	0.204523291252335	-0.0477433899273135	0.195679885242635	-0.0679613112340385	0.0979536078294155	-0.145338110006863	0.057210961625817	-0.0988300112532735	0.0213465477031632
S003.189	-0.206020499057172	-0.272478280035484	-0.0984788274935953	0.096818526138392	0.0382071799963423	-0.229147557015632	0.085653357742977	0.000589178087164237	0.0574238673551807	0.0580119760164448
S007.44	-0.721144603209588	0.184635909293933	-0.0356426129220477	0.217998664788111	-0.0933120352121924	0.0016876809543627	0.17873192848803	-0.102574131019195	-0.0143061961393035	-0.0866274956320007
S005.29	-0.544002911839067	0.233863261519853	-0.0152897212024424	-0.449646006435421	0.221232399159267	-0.0774754491518102	-0.0947913619890727	0.0313958759385044	0.0106687664574647	0.0857680936446956
S009.78	-0.729687043529777	0.219070018568667	-0.0408969891722595	0.0117007431754525	0.0440757113483872	0.0185008114272755	-0.0876054184989109	0.0109682284611721	0.0633177054475647	0.0305638639218082
S004.114	-0.709427147372593	0.174161323700261	-0.0338093010042515	0.206409568053025	-0.0906717583882645	-0.0105148365948506	0.165177164898226	-0.0883119398794231	0.0485177098026366	-0.0249423455959788
S005.31	-0.635709639600339	0.229510833745394	-0.0282532429407166	-0.311520073942728	0.189771072146195	-0.044660264674005	-0.124440006322097	0.0538377072977851	0.0681037499278059	0.0918721008963466
S003.194	-0.500482730800137	0.136797651468321	-0.0960205290014812	0.166171149887424	0.0447766924413872	-0.12821635210105	-0.0532521564172653	-0.0100907877825097	0.118043551933815	0.0581975759457068
S007.124	-0.123369207642636	-0.0120578644281539	-0.209805590465271	0.185576094089973	0.126328664798185	-0.223603107540605	0.0563489302249177	0.0144434070413688	0.0706032420113726	-0.00143742036264888
S010.52	-0.6484237045318	0.0447016779410037	-0.0186951471639975	0.0138392580247787	0.0819002107431607	0.0462984223877781	-0.235927807708431	-0.0254734531485639	0.119881274421257	-0.0723286228845385
S009.191	-0.454884002773669	0.105865383687175	-0.0262818532157617	0.111829031282907	-0.0630203917695914	-0.103827441612189	0.39691224804864	-0.132909383325836	0.0967915559831725	-0.0506020422717547
S004.95	-0.624694059146886	0.16743657247455	-0.0455666367768566	0.223476602733677	-0.097491413910115	0.0720645887304248	-0.0679061282655164	0.0614898539254354	-0.11185109220109	0.0626834164960015
S007.67	-0.693230119656609	0.163329464530232	-0.0287638347124249	0.20372957815807	-0.0844823175902953	-0.0188140055682958	0.200004101187822	-0.0978014949493212	0.0733761423952697	-0.0265925178899965
S006.131	-0.267647289002385	0.121790357741125	-0.194175026518207	0.302541169579163	0.126541879732492	-0.269458146323383	-0.0354098276788766	0.0709777238863635	-0.0124730324164656	0.0328063646124927
S003.29	-0.465612280634108	0.252829543280588	-0.00411483988131305	-0.574520378021807	0.205929413945693	-0.0732283175375372	-0.0682392625759521	-0.0301854112008505	-0.0801999852343708	-0.0924899583416949
S007.99	-0.377421034672843	-0.342877205059371	0.0588402671441753	-0.0035910405366974	-0.0883406115116025	-0.0815916418828228	0.237180298076483	-0.0773057225838038	0.127388943415007	0.0295211925547564
S007.121	-0.329616850030746	-0.380269545282162	0.0687129067391618	-0.0432773906001469	-0.0922456977355666	-0.077458785401521	0.184727670557726	-0.0190899174851004	0.0588433407278175	0.0711016428260316
S005.183	-0.449757718710935	-0.309085490325761	0.0481110746511329	0.0566241862983702	-0.0757337210290915	-0.0554423332701302	0.166602886566138	-0.0798837317989195	0.147669765086864	0.00188587595240326
S011.9	-0.443590955059768	-0.28478048714342	0.0267326499316374	0.0807692551287424	-0.0715701726285385	0.0353512323291175	-0.0614378246143916	0.0442693292258249	-0.00753138052097044	-0.0143718767055998
S004.134	-0.684967200339885	0.190685110339162	-0.0484623214633749	0.218214387755972	-0.0808215559909027	0.0870202966471399	-0.108712409141179	0.0542942581650048	-0.0897295813834684	0.0356845635808166
S004.85	-0.657714811311922	0.177974945849497	-0.0488013106422067	0.254683715897642	-0.109932052817132	0.101269113924808	-0.121054457034492	0.0684895665428904	-0.117194568763177	0.0440282129779139
