	Axis.1	Axis.2	Axis.3	Axis.4	Axis.5	Axis.6	Axis.7	Axis.8	Axis.9	Axis.10
VDP.04512	-0.0137233852942224	0.196509384003511	-0.0304224970209075	-0.247149302810296	-0.358029913522494	-0.0824357612862774	-0.0845341603976694	0.107587015367999	0.129831749839655	-0.0938310038721801
VDP.05652	0.166366541993951	0.172866369075305	-0.204814113643541	-0.0642290596937077	-0.240689643804816	-0.0350019337684294	-0.0151379942462688	-0.0118468342033056	0.0298003635337187	0.0581778253136434
VDP.03661	0.0863717230619977	-0.225342968960696	0.100772834653751	-0.00777985340379999	-0.0334233827660398	-0.0910642894325476	-0.0106687294086061	0.0615246479182958	-0.0102435672878274	0.014644751028597
VDP.01615	0.109810739344284	-0.1854592873215	0.199421321293414	-0.0167364124023001	-0.00292443896627003	0.0088621369474723	-0.00281871803660534	0.00664361755293753	0.00929768796873998	0.0106981472967403
VDP.01417	0.205643388905254	0.119702339251305	-0.15863979947064	-0.00691513280094728	-0.103822172033472	-0.0793282468560113	-0.00891539548080566	0.0700098728220646	0.0263629597690957	-0.0161156416835718
VDP.05478	0.152233470475196	0.0944384397335048	0.153434221420827	0.0310146804829427	0.0848067339549379	0.147201920581779	0.0687037332616698	0.0746689532332841	-0.00199061385037114	-0.0203382279067683
VDP.06507	0.153628236114071	-0.155604294805684	-0.120213280415631	-0.0109810287293343	0.0113479733684506	0.00911876760543946	-0.0232146052874591	-0.0437856098187598	0.0138979612495853	0.0205104004420472
VDP.06426	0.118222439335318	0.0523373936586206	0.0495072479561665	0.0261451436102046	0.0788418906440341	0.152948678147656	0.0712036962963201	0.118283064124964	0.0430868785264944	-0.0224743643479172
VDP.05491	0.153025077599066	0.0667352302585064	-0.301716759999992	0.0366858294600472	0.0614878236807674	-0.0627864830620875	-0.0167927062553623	-0.129705907030973	-0.105090637232518	0.0557170149459039
VDP.05582	0.164197764899751	-0.0839684875692087	0.0372670381070728	0.0251908139733204	0.0603808829350453	0.00821377843339311	0.0231062248750644	0.0765656405467828	0.0406025046725846	-0.0187320349429621
VDP.03878	0.143809004060865	0.0414879482570289	-0.162127071215734	0.0463721801320402	0.136080290730162	0.015598234818241	0.0601215896961029	0.125021201773562	-0.0318316448544725	-0.0490068021327913
VDP.01426	0.164775286036776	0.0992555531883698	0.185337857089046	0.0889816072594004	0.0850245928830697	-0.112182816865405	-0.0219381647938403	-0.0370643573811387	-0.0487024955250493	0.0551278669165406
VDP.03264	0.0385030724514433	-0.0990502504741136	-0.15595956607029	0.076182269381422	0.189125380121046	-0.0912157124919511	0.0336466249426875	0.138635019017601	0.00781989877293825	-0.105795098394484
VDP.03308	0.125330341138113	0.0944021101783814	0.268912136899443	0.0353256170708912	0.0287125593133138	-0.0517073322051748	-0.0392161356543055	-0.0387232702235335	-0.0550469836727049	-0.0278861909606254
VDP.06629	0.150559724675591	-0.0191436514291135	-0.204340922490208	0.0388485203986468	0.0977443548747635	0.0145761340027737	0.0273782708068777	0.0131586562457265	0.023448562125731	-0.00835957290798691
VDP.05999	0.177291635407137	-0.00250969685171937	0.0227269579580591	0.00215044274912059	-0.0264980271499378	0.0252494008465396	-0.0340243855306041	-0.0594248599308275	0.0355571527972661	-0.00799736991776115
VDP.04692	0.114618005863308	-0.122151669182912	-0.0520391092855306	0.00860682830131774	0.112242125524541	0.070092435343093	0.0593295911200895	0.132835606373729	0.0365469880138252	-0.054421205318984
VDP.02737	-0.131785507881431	-0.0703197212143961	-0.018083940381956	0.115283426874768	0.0538099377443469	-0.00954378778881602	-0.0232713415835205	0.0485637939238617	0.0952352920584619	-0.0302671082798917
VDP.02756	0.0746711744534048	-0.0133093536425833	0.0550822821878098	0.127846702046517	0.115965558432882	-0.0527845480964457	-0.021794084468158	0.0275433852228689	0.0475549598265661	0.0270385290328533
VDP.01803	0.204016676472437	0.0689320002197424	-0.0561786827279078	0.0611021338773206	0.120011321165321	-0.0514773030305058	0.0250925672371475	0.031325917711358	-0.0151413379699118	-0.0273285373091433
VDP.01646	0.138330879744632	0.124663794570196	0.052828505035109	-0.0327329558285766	0.0641742119963266	0.0211669841190752	0.00808816691563766	0.0506691855412349	-0.00310421625929691	-0.0508805544514572
VDP.01023	0.147439950302196	-0.00796097324893762	0.210050047003217	0.00677787249019212	0.0471538076004256	0.103085065067776	0.0247279894977281	0.00463698605751194	0.0271578944824129	-0.0590600688101833
VDP.02940	0.176968675284296	0.19422439181533	-0.0268910313998127	0.0399342648539296	0.0472313529141831	-0.0896341238866538	0.0698342311168579	-0.044071985755003	-0.142215194153102	-0.0298065041852959
VDP.06915	0.166138177810908	0.0339833316064856	-0.244200354726569	0.0287296281451001	0.0871252947065774	-0.0806229228098916	-0.0183772224833543	-0.0738567468783571	-0.0615722793473022	-0.00252897386561712
VDP.01983	0.200141444922315	0.00445538175860936	-0.0452331771552105	0.00509430297777982	0.0020850932486392	0.0502349494724225	0.00266745310838385	0.0133561255774467	0.0504647574171094	-0.0344679342356737
VDP.01614	-0.217588383928565	-0.253142279293471	0.105688991199963	0.0100042810875254	-0.0490605544119382	0.0364887915326472	-0.0247404850388013	0.0409884196879771	0.0105181741885199	-0.0145233614152266
VDP.06244	-0.117210230116836	-0.410046807541406	0.04981909555447	-0.178650665036289	-0.113843114191966	0.0177013000807821	0.0706055183635422	0.0937538323915935	-0.136906820579068	0.0566833542322329
VDP.03148	0.154814959005045	-0.0433416766016056	-0.00779043134978089	0.0778221086876449	0.0948693138160362	-0.103398155015497	-0.0350712576774902	0.00111623238530615	0.019645739946228	-0.0352302564620518
VDP.03260	0.114967326233988	-0.14085454744624	-0.0390642718569693	0.0186405153814925	0.0561282433907496	0.0135308693415264	0.0232905494309598	0.0661748217208213	0.0361882659223798	0.0044780489204975
VDP.02536	0.138565880748042	-0.132195461136418	0.0995468641133952	-0.0165711709690172	0.0531761461041831	0.0816688321793062	0.0327560525983116	0.0826328638462105	0.0416929310730626	-0.0282633609687473
VDP.03974	0.143772194096158	-0.125044173946279	0.112714017383518	0.00745098224444291	-0.0202578223366511	-0.0157192315674049	-0.0456398093626038	-0.0339778869050816	0.0220847022970531	0.00327841594218083
VDP.05303	0.169096788418733	0.0876383008684636	0.171322114170093	0.0491039797784162	0.0395001422863732	-0.0668899137252891	-0.0116498367561345	-0.0307733842704846	0.0052389462584137	0.0238845529093434
VDP.03626	0.0814043910765299	-0.0472984116045265	0.174911742351724	-0.017151625018843	0.0467105972334475	0.164716885664586	0.0320899740032998	0.0586025187396438	0.0541247624044204	-0.125729322215055
VDP.04752	0.199475610022857	-0.0256627410091356	0.0141592980684618	0.0468326639227724	0.101870404352292	0.0200950332125593	0.00108722058851145	0.0225685356789372	0.0267400721642986	-0.0234830327832611
VDP.05984	0.0151481970585906	0.219906798110566	-0.195298169766059	-0.203496135870146	-0.49745396166898	-0.0238647745695341	-0.0341680325891876	-0.0159833597722565	-0.00506119985050243	0.000559671721955364
VDP.02804	0.136015730629113	-0.0262061319277097	0.18657217525449	-0.0375206112321567	-0.155779503954782	-0.0172456856209189	-0.0355072373472985	0.0278107120059341	0.0838062083198683	0.0106553837039227
VDP.03177	0.164023642886191	0.0270130807418932	0.13713254656374	0.034164706418842	0.0933801281696992	0.0799845339483109	0.0429347488599935	0.0438667845508416	0.0246558921254599	-0.0260161979484664
VDP.02874	0.179269564958086	-0.0365472729014344	0.0986836696513926	0.0525605810828369	0.0315040737723584	-0.0663307257630961	-0.0764923990790915	-0.108205777996871	-0.00632695526412769	0.0192105177726942
VDP.04208	0.174306969037984	0.215229070978955	0.23091120454568	0.0129533604217449	-0.0669631947303549	-0.0517133585024201	0.0210362745826254	-0.0362115178251438	-0.0370765470442513	0.0950983805697524
VDP.03557	0.165684406760448	0.0169482987280801	-0.167791815318671	0.0426915853908848	0.0660551688165251	-0.0903309710611313	-0.031655125487097	-0.067465863495799	-0.0546126434146474	-0.0785616701479053
VDP.06637	0.125701806736356	0.0162935000197759	-0.0857845475205113	0.074375515067537	0.154104892486565	-0.0350441184718622	0.057729188780915	0.0959363270597089	0.0226862118887366	-0.0490887898765809
VDP.02068	0.19211422154152	0.0978374541876034	0.121695811220702	0.0531463923992461	0.0523865466316544	-0.0574104736087916	0.0109042153313737	0.0391577715661115	-0.010521908847623	-1.56138396919526e-05
VDP.05671	0.119020205523088	0.139566768319078	-0.145848718835639	0.087467913093131	0.0432503420130773	-0.15598521259746	0.0293018041244516	0.129624728846439	0.00423126691336442	0.0345635709846972
VDP.02386	0.163702464716966	0.0341136181837863	-0.0853098032221438	-0.0436264578919041	-0.0796232309492522	0.0884693210374043	0.0284366905593958	0.0821091311722749	0.0654315076526705	-0.0436387235841555
VDP.01441	0.20396527859507	0.14541926834523	0.0952733435774724	-0.0183673302898706	-0.06751094358779	0.103414602311075	-0.00440914641920507	-0.0671747130921719	-0.0364720430638763	0.0557411741617059
VDP.04522	0.121855215060853	-0.09740609510705	-0.218634466246996	-0.00121388383700829	0.105237735720748	0.0797382701137302	0.0478376096154029	0.0466716868371044	0.0240563774034944	-0.0320096227141068
VDP.02584	0.161920862445883	-0.0492920069704113	0.139024150548944	0.00447559488097289	-0.0246210284585482	0.0720523874125824	-0.0527482975165849	-0.071261042714214	0.0369918094720035	-0.0874734737847457
VDP.01555	0.164955303844847	0.0702449760902445	-0.21127892866407	-0.000737548535498814	0.0905892164672834	0.0588113704131332	0.0703857784390904	-0.0266714014817518	-0.0215715437418171	0.0325547913632168
VDP.05778	0.0092753853072753	0.205543170870437	-0.165403301404411	-0.203084073404479	-0.150902652708844	0.0416524648845453	-0.0744828985587901	-0.03773889024009	0.0933349513532667	0.112012008198051
VDP.02414	0.153024561894517	-0.0855137149046826	-0.170850888002908	0.0394017933048082	0.067175251670064	-0.0659896058743636	-0.0603378152846589	-0.0938333393974942	-0.00711527880471753	-0.0412122416058057
VDP.03199	0.188478725091862	0.0991355439408725	-0.0911199904795139	-0.0374788671816371	-0.000981513850970347	0.183457184461004	0.0236198582133224	-0.147051169421547	-0.045340563587969	0.0615326526105415
VDP.03518	0.14323527357124	0.0879962532824447	0.180079823562886	0.00051201819400804	0.0689991899050573	0.165965472745208	0.081000270801188	0.0928946760053056	0.0101192917223183	-0.0553316124882512
VDP.06435	0.0457941860474412	-0.111871766874675	-0.0923002075357412	-0.0761659207831297	0.021957030427485	0.195920555777143	0.0629728516518016	0.0522550894473664	0.0653624682395199	-0.0633272278293318
VDP.03602	0.149814459572182	0.211466851840187	0.13711195154457	-0.0226242185256539	-0.191497456421578	-0.0471023516011116	-0.00453750487914465	0.0634997621337345	0.0417190244409874	0.0461079567871281
VDP.04839	0.194692554552685	0.107629141284444	0.0469489834634613	0.0770506271650752	0.112359562753032	-0.119929959541101	-0.0256565702354765	-0.0189258601155613	-0.0520888533924195	0.0263926716785523
VDP.06341	0.0951214938950488	0.0462970994637004	-0.0628119350273239	0.0948385731157601	0.0767639824640303	-0.0150812561303313	0.0274743947928826	-0.0347652487094936	0.0131550019914879	0.0112292842379609
VDP.01362	-0.0819013419152064	0.00923580795247903	0.0279533882771969	0.0939848961782587	0.0335116401261557	0.171365190190121	0.0406355710910885	0.106558428155436	0.0780664633305957	-0.0572332658312831
VDP.05607	0.114516612150616	0.196343540467994	0.330857419231146	-0.00727410926514114	-0.0387921190239961	0.0190549927734656	0.0232467071898966	-0.00745319472603326	-0.0689791970566039	0.0793623273912258
VDP.06573	0.212745996356669	0.0693960433914473	-0.107007696401437	-0.00703161155166031	0.0354490783134391	0.155093263631794	0.033383272009961	-0.0837637957884873	-0.0232429860253147	0.0449913236909398
VDP.04978	0.126230929216574	0.0150383240980448	0.292050568492883	0.0442559655793818	0.0215720965311875	-0.0142378919457882	-0.0479939754635128	-0.0632273842387511	-0.000794542792665005	-0.0333272216485988
VDP.03512	0.17596360453197	0.001737942187235	-0.181168059984235	-0.0171423409229472	-0.145031269191996	-0.0989221517263838	-0.0797767796634819	-0.0408077757403347	0.0592996337570922	-0.0357518751668605
VDP.04473	0.190972416156712	0.0107234466200457	0.00475371355015105	0.0532415621694452	0.0405702863947102	-0.0478869329655316	-0.0529923228938112	-0.0751480817945459	0.0052635470147508	-0.00533933079024275
VDP.03686	-0.0102397429222117	0.138462896967828	0.172658795115547	-0.00350729987305395	0.0991406204187982	0.19792536913062	0.156699608799046	0.15631577509514	0.0178567775761159	0.0120011831237664
VDP.06785	0.159149248179534	-0.0297610532546091	-0.176462115071545	0.0420152774511195	0.0844911674444738	0.00808194619963121	0.00645630271664294	-0.028091182143711	0.0216234329829152	-0.00207874496853282
VDP.02900	0.168215934438388	0.160289561066744	0.00769406984249764	0.0699101859567589	0.0592546183984684	-0.05725875953704	-0.00551906131622078	-0.0405889864995942	-0.0653757665746982	0.107463018058357
VDP.01984	-0.02507557927348	0.242201522678921	-0.137911226692579	-0.18697704952318	-0.454004632213215	-0.017396745898013	0.040028079574393	0.162521382479354	0.0349584747782922	-0.00889832526277361
VDP.03160	0.169201413238541	0.136841099464633	0.0826106766424265	-0.00955090774177757	0.0528756014399693	0.114421694521766	0.0893799360740475	0.12669477380811	-0.0207295429354706	-0.0196962450051905
VDP.06250	0.200917317761352	0.0662364755081448	-0.0417793584246049	0.0597272052211745	0.0945457946248574	-0.0868810126529868	-0.0215110335945234	0.0231020389082345	-0.0432965090368712	-0.0665182119897458
VDP.06490	0.211210543813242	0.189506417314746	-0.0523360651057622	-0.0271915615602734	-0.131446095307549	-0.0577680184703169	0.00294402674719153	0.0303593108071439	0.0217161123228455	0.0480132886562601
VDP.02429	0.160305969348195	-0.033688114372188	-0.0227021518414669	0.0814292327233102	0.086922722803989	-0.0782672649540536	-0.0634191750809308	-0.0131302984728736	-0.0030634759985822	-0.0559023794615444
VDP.01518	0.118465687282095	-0.0808057236923228	0.0941660098989958	-0.0225588050498696	-0.00451112334593474	0.0162816430048454	-0.0138881633839716	-0.0137190106389613	0.0770393786692542	-0.0407812732738888
VDP.03048	-0.0115252360406397	-0.332496002448418	-0.0237627471009668	-0.137533959867618	-0.0541869608900347	0.19655776657749	0.0705417110565689	0.0357137803824192	-0.0305109759183017	0.0622173604589534
VDP.01171	0.175953997060265	0.189472080247534	0.0774677050608896	-0.00339194857838387	-0.00993801184531386	0.0668300846296374	0.0921198593122723	0.129658739920388	-0.0119981081093598	0.0432524913744973
VDP.02257	-0.0440616008260748	-0.350269981960011	0.0536195824702711	-0.12765934508951	-0.0633840329435295	0.106518820448876	0.100404310186139	0.138381737900545	-0.0583943145450585	0.0115533846759112
VDP.02445	0.184892132380729	0.0809532161604038	0.0212540707826332	-0.0354445021907632	0.00482969172889351	0.142060067883763	0.0512418006602503	0.0010286633900252	0.028437935321074	-0.00478033644506103
VDP.03897	0.18432742068848	-0.0185660643938635	-0.0792362457869008	0.0381512875991116	0.0635012522827496	-0.0399060750015004	-0.0427011681175713	0.0270970670179756	0.00722436074394412	-0.0787360588213194
VDP.02657	0.106565336851333	0.104040470338548	0.360565679837663	0.0288874764991723	0.0156216757229531	0.0270951115639707	-0.0199759042405438	-0.0588208122597853	-0.0650422198037238	-0.0166697952653906
VDP.06145	0.182259081749405	0.010308399498451	0.051183736166276	0.0443059653659973	-0.0375643286430321	-0.158674755555997	-0.0784964441613255	0.0221068967700542	0.0480597705272567	-0.0795918882015855
VDP.04737	0.101784570426572	-0.0725404000696519	-0.0741771892216248	0.0760800430317107	0.084290640178629	-0.0755227545915701	-0.0202359663833589	0.0406989346546452	0.0464713419389414	-0.0294613874468925
VDP.01255	0.135343838928304	0.191176821241743	-0.0464081880360467	-0.1013550819894	-0.0918718558331326	-0.0638612774335889	-0.0490339359451414	0.0814605071584606	0.0866914461919074	-0.0123296271557877
VDP.06958	0.117154115652844	0.0308423664162619	0.0480257825867888	-0.0275221760724853	0.0916798954576549	-0.033622597895767	-0.0505027037767836	-0.0252621711751507	0.0733563663725003	-0.0308037519142753
VDP.01149	0.136165002579857	-0.12406768115885	-0.188952749474533	0.0282573423392277	0.0825802711433821	-0.0275050162983366	-2.31920368918722e-05	0.00688405005688901	0.0287807776782493	-0.0268040898289266
VDP.04395	0.118652289565783	0.198818523790956	-0.155021652374572	-0.140414668324049	-0.347685832768038	0.00592807649565198	0.0263526413898024	0.0692686584127017	0.0730252197703992	0.0052550561914098
VDP.01318	0.170708148904454	0.164713925600356	0.0341344122146456	0.00929228665835709	-0.127656271616227	-0.0312429762179535	0.0177720325745	0.0786890527830881	0.0678644168379034	0.0452556870303414
VDP.07021	0.0666873272994753	0.215779271942381	-0.112949208506607	-0.137955116443917	-0.397134348522438	-0.119798101431285	0.0106194418020659	0.150867353734837	0.0252269602011804	-0.0374979565798825
VDP.03187	-0.0668222937106759	0.0564221725215326	-0.177138630535667	0.123676096316625	-0.0396568708528147	0.0200312508023311	-0.0345387670260195	-0.0284908470586636	0.0296454103513889	0.0896961862897879
VDP.01485	0.00506836942787428	-0.181286835818666	-0.114650802477034	-0.114182669638547	-0.0961846274453764	0.158617204044446	-0.0927152631778144	-0.324326089878066	-0.000676701026422277	-0.0349804129795874
VDP.02094	-0.0867986724455575	-0.397650751136858	0.0686959594838226	-0.155389641143224	-0.0844683115141089	0.0100604220306137	0.0564030978403323	0.11842284055727	-0.126943872163583	0.0111759888322392
VDP.01057	0.142447098101274	0.174363889814921	0.18899141337796	0.00714284830887057	0.0547861050289487	-0.0827073315006128	-0.0318464090960575	-0.0903680943402222	-0.0342838690753733	0.122000548751455
VDP.02326	0.205036994832258	0.106825121588554	-0.135530365598283	-0.0289119378093122	0.045101643856355	0.188053017135569	0.0534108876231792	-0.0850216409211048	-0.060842007251507	0.0788774940218972
VDP.03182	0.143072778816664	-0.00472224742861051	0.128772208306441	0.0369526876373471	0.0810843285880238	0.071894870644117	0.0214002668849245	0.0446413957308159	0.0125751959023182	-0.0850468216760563
VDP.03129	0.171345847620267	-0.0978372045044533	0.0122243214176209	0.0169314269864766	0.0203774186739949	-0.0190923424921768	-0.00399974220645417	-0.0110768695731753	0.0420180042830036	0.043842596395896
VDP.06237	0.113337211507675	-0.0181473763237083	-0.242883425556824	0.0336936456029499	0.0683534299760938	0.0451179830140764	0.00339644998476585	-0.124555687125815	-0.00980737022541039	0.0358202841467402
VDP.01845	0.127659910016552	-0.129739138655787	0.105558568998259	0.00834473169486139	0.0400110566067621	0.0111095090745561	0.022826827727342	0.0444978327386272	0.0269212043163119	-0.031188613201876
VDP.01613	0.176262718146493	0.0864907813140767	-0.0292527862867569	-0.0193515589458393	-0.0455255537465344	0.0779663161892913	-0.0332115492914541	-0.1982636335921	-0.0177596760079844	0.0674080743855103
VDP.03527	0.144046640850645	-0.0381189113469705	0.00173368206592099	0.0293724373785746	0.0887374479390377	0.0211640185404733	0.0267357724457119	0.0486110881910586	0.0332126990862646	-0.0848309709406866
VDP.01236	0.0235988631154989	-0.326679058213257	-0.0388217176649911	-0.104068794576492	-0.0817602640917366	-0.0366890849653111	-0.00501683294192471	0.0223402361059483	-0.0679561369667604	0.0453859118229723
VDP.03201	0.111707197867416	-0.0480885254750482	0.0107759520812558	-0.0211480586569736	0.117095751466218	-0.0710742423998704	-0.0721587967755792	-0.00066353454697359	0.0608165090088642	-0.0421803429434814
VDP.03097	0.167475521670964	0.140146648767026	0.246486951856203	0.0342449486982141	-0.00565547436398045	-0.037383880070615	-0.0152163474659767	-0.038137781271919	-0.0633300188745423	0.0491899239233539
VDP.03275	-0.0416594978233256	0.0495419309327322	0.00432506435495846	0.0335557622148184	0.0678346142093494	0.13075907206577	0.126392804646319	0.16701531092792	0.036478188558027	0.018997164498606
VDP.02178	0.140412656448891	-0.121150852462618	-0.0330359804214089	0.0274118383351522	0.0547767135921303	0.0113190163862302	-0.0167820927059569	0.00792833063240913	0.0177004620554193	-0.0685607147399426
VDP.06682	-0.00194881522746805	-0.129818976350296	-0.132876061882958	-0.060735889533505	-0.00503363431459352	0.184758686859029	0.141912184804685	-0.0816926993512786	-0.000873477707523754	-0.0446987506635959
VDP.01892	0.124722813060702	-0.193273694540689	-0.0654188530446378	-0.0488158149646934	-0.0606272965819678	0.0467143922513174	-0.0123630516639008	-0.0475432002742673	-0.00107227983205252	0.0490939942682432
VDP.03141	0.151898415313573	-0.133658646901629	-0.0758114690670987	-0.0112907977336004	-0.00397341324685407	0.0366670121886247	-0.0387787253227671	-0.127890604121709	0.0119959139345989	0.0495784546509217
VDP.05010	0.17584097773737	0.229222267763791	0.188166271335179	-0.0124675780229607	-0.128529834070163	-0.0285370607351903	0.00800889677555877	-0.0418669408722176	-0.0209892507828244	0.11848899411362
VDP.04621	0.129809706301125	-0.135373709261087	-0.117710180906961	0.0463871518942417	0.0919468171800862	-0.0716432366256185	-0.00893079183329572	0.0327877164786351	0.0235453693132062	-0.0241162594656388
VDP.02579	0.179886606338891	0.215237350314543	0.178899854457414	-0.0157071238096822	-0.178403301830817	-0.106014403806085	-0.00502644885508572	0.055260312700902	0.0252711482056472	0.0292438282844996
VDP.03660	0.109855195709949	-0.194442576798949	0.0570985583812137	-0.0188617674308184	0.00816433688397555	0.0330251881782504	0.0534994185791225	0.0965833267953297	0.0428097251266608	0.00465971709804513
VDP.04774	0.176906064559696	0.119151463582169	0.0903629222325941	0.0506311120904188	0.0436870571448268	-0.0981228898263826	-0.0278550600484662	-0.0116105850130355	-0.0353715031534182	0.0237432358978014
VDP.01989	0.00352611654640976	0.0515675938308236	-0.0746339025267153	0.0331037637406387	0.109133627888996	0.0840422840180379	0.138908394513773	0.188732599854506	0.0158462826337984	0.0264714202895458
VDP.04150	0.10921821140039	-0.247053623478132	-0.107615812768753	-0.0373045421871146	0.0213100142667364	0.011992294307906	0.0240192527174853	0.0614901758107174	-0.0401147156212444	0.0444197646502835
VDP.05225	0.192942799791775	0.0571724222769816	0.158963531041315	0.0524196283879639	0.0352423336366266	-0.0307367478863146	-0.0195435840205309	-0.00634939111116287	-0.000124365588968993	-0.0248561785410377
VDP.03453	0.199054407599011	0.126279718912312	-0.0430481869462361	-0.000714382140206363	-0.0704876676761035	-0.0359112555450283	-0.0219844094445279	-0.0888235901612511	-0.0194792854070825	0.00566449670754527
VDP.03775	0.167443719018296	0.0860985710267845	0.208159652193525	0.0187386462104229	-0.0137980568119786	0.0038871661330942	-0.0473725105760049	-0.11150421412926	-0.00166889430062669	0.035295108121511
VDP.02532	0.199587093729721	0.14884334461933	0.0540739469387798	0.0901840298522984	0.134154481723263	-0.155511495778827	0.0219272209068466	0.0110307743704074	-0.0805509542569035	0.0529416725097959
VDP.01532	0.0199818454941911	0.239177062015173	-0.0559071657963266	-0.181628636404457	-0.424441636905375	-0.110907973574662	-0.0188576194460479	0.150511102182222	0.0389853234215672	-0.0566931176131158
VDP.06574	0.194678168551041	-0.00323841941823605	-0.0596454923662465	0.0439816424083621	0.114250821145718	-0.0028237283431204	0.0142135679754236	0.0310671361536801	0.0242128699347794	-0.0572378752899972
VDP.06700	0.146396209389047	-0.143036188806151	-0.137538474982719	0.0155093853695167	0.0595842285552269	-0.0272527020369559	-0.00786250977699359	0.00498483627249727	-0.0152423340435943	-0.0132625628262434
VDP.01519	0.133991123758789	0.070751490461615	0.196853628164214	-0.00438692501436456	0.0380444864911948	0.130027157417552	0.010916704550218	0.0196958933171164	-0.0199758565964679	-0.114842725461154
VDP.01965	0.139938987266373	0.181975997217195	0.237016143602918	-0.00741182449736175	-0.0174960700778386	0.0175078517346111	0.0293065087011795	-0.078394279041178	-0.0311234874997318	0.0899636312528525
VDP.06203	0.154585625802312	-0.00653550222806685	0.14365197708565	0.0315139939797289	-0.0152307334694887	-0.064139062885744	-0.0650546487183634	0.00816120476435024	0.021149162827641	-0.129598854303349
VDP.01971	0.17047540625525	0.0750588829486871	0.224639167647442	0.0272135330717516	0.0200266147729564	0.0431469624586871	-0.00914009001359042	-0.0584633664364624	0.00171103109507895	0.0452366842201701
VDP.05901	0.118541674866732	0.101908317433018	0.211857448670576	0.0715027980810926	0.0510069031970084	0.00220340792694826	0.00677605737068541	-0.0291054806169763	-0.00374686200073001	0.100814142625254
VDP.04310	0.127125538211763	-0.0983413411104815	-0.0779850045604834	-0.102371352686616	-0.115487291558556	0.17724345840944	0.0232559990498565	0.00232134292402932	0.100875491036042	-0.00788700651932879
VDP.03946	-0.00868021196288082	-0.279121862569013	-0.00458630070042981	-0.110668854058655	-0.0436985385949485	0.0707882913299612	0.0175599098739704	0.0610172908017957	-0.0294661212265975	-0.00703949605709427
VDP.03545	0.0844984880282655	0.092435847215104	0.311783089701736	0.0306612718923895	0.0190841393703244	-0.0176028828499049	-0.0289617493021404	-0.095597114146764	-0.051432083880808	0.0420079839284922
VDP.02134	0.117469238581858	-0.183757528530245	-0.00347670316379074	-0.0575631334814288	-0.0524357563543436	0.120426872135743	-0.0331518873603074	-0.0781039143905645	-0.00785866216560967	-0.0309882042085884
VDP.03259	0.00741076180406774	0.14966518381821	-0.00797870168677609	0.0381415209222858	0.0966548648634862	0.209571867575932	0.144447366671667	0.175738680784029	0.0301001820182829	0.0618785850102389
VDP.03762	0.0895482163262596	-0.0190053263211855	-0.228537918517508	0.000898707638769944	0.0557037672954913	0.0388804152332391	-0.0430065538652227	-0.141671369668139	-0.00296314646567582	0.0465721782791846
VDP.01113	0.194786189058472	0.171943422928085	0.0207554497980041	-0.0412888693573444	-0.192852763276587	-0.0528411146676176	-0.00492498978311343	0.0853349356851734	0.0644375831999455	0.0036240976430286
VDP.01841	0.0346844473335614	-0.239600745487048	-0.0701245991169624	-0.109894443358523	-0.0865647589163856	0.211745243873236	-0.00968096940257202	-0.150138513595364	-0.0125829466519185	-0.00735186861577531
VDP.01210	0.198491720392141	0.12418764186367	0.0734932223032696	0.0595732045757853	0.0685369664561845	-0.0968055924732527	0.00305716847705408	-0.0387553679497344	-0.0578065454465916	0.0328501430755876
VDP.02037	-0.0761021566517045	-0.343156243416154	0.0593414827943411	-0.0768342963268684	-0.0867758708160261	-0.00934977386351104	0.0314888351497142	0.0801664150359799	-0.0903657367982208	0.0861032371654689
VDP.04895	0.125154733634653	-0.151889559387993	-0.0399517243574469	0.00596287871609925	0.0314107120029201	0.0350247175740915	0.0181905467219587	0.0275228917330426	0.0279032842926345	0.0401566182616627
VDP.02466	0.13833456263925	0.220486345508408	-0.13819519955265	-0.0811985759583959	-0.287263929668467	-0.0921924083705246	0.0045928517658563	0.109925785580974	-0.0260848377420779	-0.0173874085455432
VDP.01797	0.134416033373589	0.0191839665470193	-0.284637591353848	0.03669271543348	0.0910427774498495	0.0388086341148628	0.00162401013583405	-0.102053935213569	-0.0464978900235618	0.0581475498883203
VDP.01302	0.159302883351684	0.0307211137141	-0.134258888654702	0.0653339916482794	0.110862471789156	-0.00471891755945112	0.0100919909021879	0.00122070026967389	0.0195560264700696	0.0327636879447615
VDP.05939	0.182741544046026	0.00105901808423551	-0.0951342334890488	0.0123754030530002	-0.0290891002336398	-0.0196237648442058	-0.0683223936364623	0.0105687996579018	-0.0127242608782626	-0.108452849005234
VDP.01012	0.196905753778191	0.102710643417347	-0.0228588030391694	0.0569339218132205	0.103873900122905	-0.0414131177227958	0.0247638022760705	0.0859870235680241	-0.0474078039816335	-0.0352498678928089
VDP.04969	0.160520296117432	0.0833943326823579	0.215718649402921	0.0959967598989361	0.105176098743841	-0.133884380770451	-0.0427312388090792	-0.0275463643219246	-0.0720177645129423	-0.0110737202306171
VDP.06134	0.194468938274826	0.10528164036681	-0.0680728315276418	0.0334005178561656	0.0549730343868418	-0.0381869534363963	0.0280480501363875	0.0426810851571774	-0.0420077671060473	-0.011575642528743
VDP.02307	0.195131985064887	0.0565372959626838	-0.14694795443047	0.0219069402529874	0.0725402517554111	0.0595341838387085	0.0364405648886575	-0.032643760452079	0.0214158738732382	0.0595441330120544
