"","chi2","Z","P","P.adj","Comparison","genus","N","r","r2"
"1",78.7218127824685,-0.276206268176919,0.391194821564576,0.391194821564576,"BreastOnly - NoSolidFood","Lachnospiraceae_uncl",177,-0.0207609344384665,0.000431016398758306
"2",78.7218127824685,-8.12939878204907,2.15712413498216e-16,6.47137240494648e-16,"BreastOnly - SolidFood","Lachnospiraceae_uncl",236,-0.529178787181902,0.280030188803309
"3",78.7218127824685,-6.54620059544025,2.95096475220137e-11,4.42644712830205e-11,"NoSolidFood - SolidFood","Lachnospiraceae_uncl",185,-0.481286239692686,0.231636444517526
